run_id,timestamp,hypothesis,per_type_limit,n_input_terms,n_terms_unresolved,n_kg_entities_raw,n_kg_entities_filtered,n_filter_dropped,n_triples_raw,n_triples_signed,n_rows_collapsed,b1_inKG_ACCEPT,b2_novel_ACCEPT,b3_inKG_false_REJECT,b4_inKG_true_REJECT,b5_sign_conflict,b6_check_failed,n_accept_total,n_reject_total
5139413d78b84fc4ac2951055cfd2574,2026-07-20T01:03:04,"Nicotinamide-N-methyltransferase (NNMT) promotes tubular epithelial cell senescence. This molecular overexpression promotes p21 association and promotes partial epithelial-to-mesenchymal transition. Consequently, this enzymatic activity promotes a pro-inflammatory microenvironment, which directly promotes kidney fibrosis. Ultimately, the biological presence of NNMT promotes renal aging features and promotes early-stage chronic kidney disease (CKD) progression.",5,7,0,42,21,32,210,25,190,17,84,89,0,0,0,101,89
ced03288ba4c480fa246fba82a21d46d,2026-07-20T01:06:10,"Pyrroloquinoline quinone (PQQ) is a redox cofactor that inhibits the aging-related senescence-associated secretory phenotype (SASP). By directly targeting intracellular protein HSPA8, PQQ inhibits downstream SASP expression. Consequently, this senomorphic molecule inhibits stromal cancer cell malignancy and inhibits chemotherapy resistance. Ultimately, PQQ inhibits age-related organ degeneration and promotes geroprotective effects.",5,7,0,28,14,22,87,0,87,2,26,57,2,0,0,28,59
1723cb7081044ea3b3c092737ba007fc,2026-07-20T01:09:07,"The biological protein RONIN (THAP11) promotes Transcription Factor EB (TFEB) activity. This molecular activation promotes autophagy levels and promotes lysosomal function. Consequently, this cellular pathway directly inhibits inner ear hair cell senescence and inhibits senescent cell loss. Ultimately, RONIN inhibits age-related hearing loss and promotes auditory aging health.",5,8,1,21,11,15,85,30,61,2,36,23,0,0,0,38,23
1de0ae2d93264b549289d4d0a9a3dd0f,2026-07-20T01:11:34,"The biological enzyme glutaminase 1 (GLS1) promotes hyperglutaminolysis. This metabolic hyperactivation promotes arginine biosynthesis via argininosuccinate lyase (ASL). Consequently, this molecular cascade promotes persistent mTORC1 activation. This nutrient-sensing signaling directly promotes cellular senescence. Ultimately, GLS1 promotes pathological aging processes and inhibits age-related health.",5,6,0,22,15,7,150,48,111,3,29,76,3,0,0,32,79
9ca21941d6ff4c86ac986bf07614f86b,2026-07-20T01:14:05,"The biological enzyme cytosolic phosphoenolpyruvate carboxykinase (Pck1) inhibits intracellular fumarate accumulation. This metabolic regulation inhibits mitochondrial DNA (mtDNA) release and inhibits oxidative stress. Consequently, this suppression inhibits the cyclic GMP-AMP synthase/stimulator of interferon genes (cGAS/STING) signaling pathway, which directly inhibits white adipose tissue cellular senescence. Ultimately, Pck1 inhibits inflammaging and promotes age-related metabolic homeostasis",5,9,1,19,11,8,75,35,47,10,22,15,0,0,0,32,15
cdf6b9baf70545c98fc5a0f744f7a873,2026-07-20T01:18:27,"The biological enzyme lysine-specific demethylase 5A (KDM5A) inhibits histone H3 lysine 4 (H3K4me3) enrichment at the fatty acid-binding protein 4 (FABP4) promoter. This epigenetic regulation inhibits active FABP4 transcription and inhibits fatty acid (FA) metabolism disorders. Consequently, this suppression directly inhibits vascular endothelial cell senescence. Ultimately, the biological presence of KDM5A inhibits vascular aging and promotes systemic organ function and prolonged lifespan.",5,9,0,31,16,25,136,23,117,6,50,60,1,0,0,56,61
e6f81edc61d5406e89fb614106eb563d,2026-07-20T01:19:13,"The biological transcriptional regulator PRDM16 inhibits age-associated transcriptional programs. This molecular regulation inhibits metabolic dysfunction and inhibits cellular stress responses. Consequently, this regulatory activity directly inhibits cardiomyocyte senescence and inhibits the loss of gene expression homeostasis. Ultimately, the biological presence of PRDM16 inhibits cardiac aging and promotes healthy cardiac function.",5,4,0,8,4,5,16,10,8,0,1,7,0,0,0,1,7
fe625b9587cb4e148b19dd4db7158596,2026-07-20T01:25:20,"The biological compound quercetin inhibits glycinamide ribonucleotide transformylase (GART) activity. This molecular interaction inhibits 5-aminoimidazole-4-carboxamide-1-β-D-ribofuranoside (AICAR) biosynthesis within the purine metabolic pathway. Consequently, this metabolic suppression inhibits the expression of senescent markers p53, p21, and p16, which directly inhibits ethanol-induced hepatocyte senescence. Ultimately, the pharmacological action of quercetin inhibits alcoholic liver disease progression and promotes hepatic cellular health.",5,8,0,26,23,3,505,264,289,1,48,239,1,0,0,49,240
e1f9e7cb92f4406887b26bfd07aa0b77,2026-07-20T01:38:44,"The pharmacological drug azithromycin promotes Forkhead box O3 (FOXO3A) expression and inhibits Cyclin D1 (CCND1) expression. This molecular regulation inhibits the senescence-associated secretory phenotype (SASP) and inhibits the expression of senescence markers p53 and p21. Consequently, this suppression directly inhibits bronchial epithelial cell senescence and inhibits accelerated lung aging. Ultimately, the pharmacological action of azithromycin inhibits chronic obstructive pulmonary disease (COPD) progression and promotes pulmonary health.",5,8,0,32,16,18,116,0,116,11,47,57,1,0,0,58,58
b97203e5379c4d5f938c199feaa8d62c,2026-07-20T01:40:58,"The biological protein Traf6 promotes the Nrf2/Nlrp3 signaling axis. This regulatory activity promotes intracellular inflammation and promotes oxidative stress. Consequently, this molecular cascade directly promotes bone marrow stromal stem cell (BMSC) inflammatory senescence. Ultimately, the biological presence of Traf6 promotes senile osteoporosis progression and inhibits osteogenic differentiation capacity.",5,7,0,14,8,6,42,25,22,2,12,8,0,0,0,14,8
0866e73bead24217bc99a6535b2550de,2026-07-20T01:44:48,"The biological gene RB1 promotes cellular senescence during direct cardiac reprogramming. This molecular upregulation promotes the expression of senescence markers P16 and GLB1 and promotes cellular apoptosis. Consequently, this senescent state directly inhibits the expression of endogenous cardiac transcription factors GATA4 and MEF2C, which inhibits the conversion of fibroblasts into cardiomyocytes. Ultimately, the biological presence of RB1 promotes cellular barriers and inhibits cardiac repair efficiency.",5,10,0,23,12,16,142,80,78,4,17,56,1,0,0,21,57
9d96106b472f4a239e6dbf8d7c8831b6,2026-07-20T01:49:00,"The biological kinase PTEN-induced putative kinase 1 (PINK1) inhibits the p38 MAPK/NF-κB signaling pathway. This molecular suppression inhibits mitochondrial dysfunction and inhibits reactive oxygen species (ROS) accumulation by restoring mitophagy. Consequently, this regulatory cascade directly inhibits lipopolysaccharide-induced chondrocyte senescence. Ultimately, the biological presence of PINK1 inhibits knee osteoarthritis progression and promotes cartilage health.",5,8,0,41,21,33,252,75,192,4,91,97,0,0,0,95,97
12303af1e26d43c799a0006ed8b10b2d,2026-07-20T01:58:18,"Enalapril promotes phosphorylated Smad1/5/9 signaling. This molecular activation promotes antioxidative defenses and inhibits reactive oxygen species. Consequently, this cascade directly inhibits cellular senescence and promotes cellular proliferation. Ultimately, this anti-senescence mechanism inhibits organismal aging and promotes multi-organ physiological health.",5,9,0,49,24,41,494,246,296,10,164,122,0,0,0,174,122
b518fd4d86de4f059c0ffd878df57318,2026-07-20T02:06:40,"The biological protein PDZK1 promotes interaction with 14-3-3ε to regulate mTOR signaling. This molecular regulation promotes autophagy flux and inhibits oxidative stress. Consequently, this targeted cascade directly inhibits retinal pigment epithelium (RPE) cellular senescence and promotes cellular proliferation. Ultimately, this anti-senescence action inhibits diabetic retinopathy progression and promotes retinal aging health.",5,10,0,29,17,12,159,60,111,10,48,52,1,0,0,58,53
7202e886a63e408b9426dd3461409946,2026-07-20T02:11:55,"The pharmacological compound oxymatrine (OMT) promotes SIRT1 stabilization. This molecular activation promotes P53 deacetylation and degradation. Consequently, this cascade via oxymatrine directly inhibits macrophage cellular senescence and inhibits foam cell formation. Ultimately, this anti-senescence action inhibits atherosclerosis progression and promotes cardiovascular aging health.",5,8,0,29,15,20,137,42,103,13,41,49,0,0,0,54,49
f963f74faad74699bfdd1a23dd2a2631,2026-07-20T02:13:28,"The targeted inhibition of KDM4 promotes H3K9/H3K36 methylation. This epigenetic regulation inhibits chromatin accessibility and inhibits the senescence-associated secretory phenotype (SASP). Consequently, this targeted cascade directly inhibits pro-senescence microenvironment signaling and promotes cancer cell apoptosis. Ultimately, this anti-senescence intervention inhibits age-related pathologies and promotes healthy organismal aging.",5,7,0,15,8,11,46,22,28,1,8,18,1,0,0,9,19
7c62904ca134429392dc899947acc55b,2026-07-20T02:21:04,"The targeted knockdown of MEOX1 inhibits connective tissue growth factor (CTGF) expression. This molecular suppression promotes mitophagy and inhibits collagen production. Consequently, this targeted cascade directly inhibits lung fibroblast cellular senescence and inhibits fibroblast over-activation. Ultimately, this anti-senescence intervention inhibits idiopathic pulmonary fibrosis progression and promotes pulmonary aging health.",5,9,0,35,22,13,237,121,138,12,59,66,1,0,0,71,67
03d7270600704c1aaf5f4d719c35982a,2026-07-20T02:23:27,"The phytochemical curcumin inhibits mTOR/S6K1 signaling. This molecular suppression inhibits oxidative stress and promotes antioxidant activity. Consequently, this cascade directly inhibits pulmonary cellular senescence and inhibits senescence marker expression. Ultimately, this anti-senescence action inhibits respiratory aging and promotes pulmonary health.",5,9,0,29,15,20,105,0,105,2,19,84,0,0,0,21,84
14bafbc26f4f446bb23240e4528626fc,2026-07-20T02:27:55,"The pharmacological agent terazosin promotes the Pgk1/Hsp90/Prdx1 pathway. This molecular activation promotes antioxidant enzyme interactions and inhibits reactive oxygen species. Consequently, this targeted cascade directly inhibits endothelial cellular senescence and inhibits vascular permeability. Ultimately, this anti-senescence action inhibits vascular aging processes and promotes cardiovascular health.",5,8,0,44,22,24,438,276,210,10,104,96,0,0,0,114,96
a45efb4b7a0f4fa4ba74f940b864bb10,2026-07-20T02:34:16,"The targeted inhibition of MDA5 promotes HSF1 activation and inhibits inflammatory signaling. This molecular regulation promotes cellular proteostasis and promotes metabolic fitness. Consequently, this targeted cascade directly inhibits hematopoietic stem cell senescence and promotes cellular quiescence. Ultimately, this anti-senescence intervention inhibits hematopoietic aging and promotes immune system health.",5,9,0,23,12,13,136,70,80,3,46,31,0,0,0,49,31
560f23ed0aeb42d09a8f1595e615dafd,2026-07-20T02:36:50,"The epigenetic enzyme KAT8 inhibits the INHBA/TGF-β/P15 signaling axis. This targeted molecular regulation inhibits age-related cellular pathways. Consequently, this cascade directly inhibits endothelial cellular senescence and promotes vascular endothelial homeostasis. Ultimately, this anti-senescence action inhibits vascular aging processes and promotes cardiovascular health.",5,7,0,15,8,8,88,60,40,4,19,17,0,0,0,23,17
b8c32c7e3a9844fe96119a04314fcfaf,2026-07-20T02:40:11,"The pharmacological agent roxadustat promotes HIF-1α signaling and glycolytic metabolism. This metabolic activation promotes intracellular lactate production and promotes global histone lactylation. Consequently, this epigenetic cascade directly inhibits satellite cell senescence and promotes a regenerative quiescent state. Ultimately, this anti-senescence action promotes myogenic performance and inhibits aging-associated sarcopenia.",5,8,0,28,14,16,182,105,95,1,28,65,1,0,0,29,66
a6daa0c9413648fb84619dea3c738cbe,2026-07-20T02:45:03,"The endogenous protein DEL-1 promotes the β3 integrin/CD73/adenosine/p38 MAPK/BCL-2 signaling pathway. This molecular activation promotes cellular apoptosis and promotes macrophage-mediated clearance. Consequently, this targeted cascade directly inhibits bone marrow mesenchymal stromal cell (BM-MSC) senescence and inhibits senescent cell accumulation. Ultimately, this senolytic action inhibits age-related bone loss and promotes skeletal aging health.",5,10,1,33,20,13,149,24,129,4,50,74,1,0,0,54,75
c190d5a13af84190b08a0572723c724f,2026-07-20T02:47:53,"The endothelial protein HSPA12B promotes XBP1 transcriptional activity. This molecular activation promotes SEL1L/HRD1 expression and inhibits STING pathway activation via degradation. Consequently, this targeted cascade directly inhibits endothelial cellular senescence and promotes endothelial homeostasis. Ultimately, this anti-senescence mechanism inhibits age-related cardiomyopathy and promotes cardiovascular aging health",5,8,0,28,14,19,91,0,91,3,28,60,0,0,0,31,60
33da73d9be3b40228e526fec71b36d11,2026-07-20T02:49:40,"The transcriptional regulator ERRα promotes NOS2 transcription. This molecular activation promotes citrulline metabolism and production. Consequently, this targeted metabolic cascade directly inhibits tubular epithelial cell senescence and inhibits the senescence-associated secretory phenotype (SASP). Ultimately, this anti-senescence mechanism inhibits diabetic kidney disease progression and promotes renal aging health.",5,7,0,19,10,13,37,0,37,2,10,25,0,0,0,12,25
96bc083933ef4a6ba9c0612dd835be24,2026-07-20T02:53:02,"The targeted inhibition of Gcn5 inhibits histone H3K14 acetylation. This epigenetic suppression inhibits bidirectional promoter E-pro non-coding RNA transcription. Consequently, this cascade directly promotes ribosomal DNA (rDNA) stability and inhibits cellular senescence. Ultimately, this anti-senescence action inhibits the cellular aging process and promotes organismal lifespan.",5,7,0,33,17,26,367,240,175,6,39,130,0,0,0,45,130
6b59f627aa2a4033b62fffafe4818bc4,2026-07-20T02:57:32,"The mitophagy receptor FUNDC1 promotes mitochondrial autophagy. This molecular activation inhibits reactive oxygen species and promotes tight junction protein expression. Consequently, this targeted cascade directly inhibits retinal endothelial cellular senescence and inhibits vascular permeability. Ultimately, this anti-senescence action inhibits age-related retinal degeneration and promotes visual aging health.",5,8,0,43,22,33,278,75,218,2,102,114,0,0,0,104,114
62507563a6324a428bc194b1f43e0f87,2026-07-20T03:01:44,"The targeted neutralization of the tissue hormone DBI/ACBP inhibits CDKN1A/p21 marker expression and promotes protective metabolic gene signatures. Consequently, this targeted cascade directly inhibits multi-organ cellular senescence and inhibits tissue fibrosis. Ultimately, this anti-senescence intervention inhibits pathological aging progression and promotes organismal healthspan and systemic physiological function.",5,10,0,28,14,17,157,80,93,10,47,36,0,0,0,57,36
43d1646f814843b3ade21e6de2d81939,2026-07-20T03:04:44,"The targeted suppression of primary ciliogenesis promotes AKT signaling activation and inhibits FOXO1 activity. This molecular regulation promotes DNA repair mechanisms and inhibits DNA damage. Consequently, this targeted cascade directly inhibits gingival fibroblast cellular senescence and inhibits tissue fibrosis. Ultimately, this anti-senescence intervention inhibits aging-related gingival diseases and promotes periodontal health.",5,9,0,23,13,10,167,100,87,4,22,61,0,0,0,26,61
6d25b0b8ba7541e396021056ee8ac491,2026-07-20T03:06:46,"The targeted inhibition of p16 promotes autophagic flux and inhibits senescence marker activity. This molecular regulation promotes extracellular matrix homeostasis and inhibits autophagy dysfunction. Consequently, this cascade directly inhibits lung cellular senescence and inhibits fibrosis progression. Ultimately, this anti-senescence intervention inhibits idiopathic pulmonary fibrosis and promotes respiratory aging health.",5,7,0,18,9,9,50,25,30,4,6,18,2,0,0,10,20
a6018a31fe014e41973ac00f2f360cb1,2026-07-20T03:10:03,"The mRNA-based therapeutic hCOL3A1 promotes the localized production of functional collagen III and inhibits oxidative stress. This molecular regulation promotes fibroblast proliferation and inhibits cellular apoptosis. Consequently, this targeted cascade directly inhibits dermal cellular senescence and promotes skin barrier function. Ultimately, this anti-senescence intervention inhibits UVB-induced skin photoaging and promotes dermal regenerative health.",5,9,1,34,17,26,56,0,56,6,22,26,2,0,0,28,28
5d6aec9e68e040b092bd6edbc79325ae,2026-07-20T03:12:00,"The cardiomyocyte-specific preservation of PKP2 expression inhibits the senescence-associated secretory phenotype (SASP) and inhibits heterochromatin foci formation in adjacent nonmyocytes. This molecular regulation promotes cellular homeostasis and inhibits proinflammatory cytokine release within the cardiac microenvironment. Consequently, this targeted cascade directly inhibits premature cardiac aging and promotes structural integrity. Ultimately, this anti-senescence mechanism inhibits arrhythmogenic cardiomyopathy progression and promotes cardiovascular health.",5,7,0,15,8,8,19,0,19,1,8,10,0,0,0,9,10
ce73e2ee52c947188a80c3da22347b07,2026-07-20T03:14:05,"The targeted downregulation of ABI3BP promotes Nrf2-mediated antioxidant defense pathways and inhibits the secretion of senescence-associated inflammatory cytokines. This molecular regulation inhibits vascular collagen accumulation and promotes structural integrity. Consequently, this targeted cascade directly inhibits vascular smooth muscle cell senescence and inhibits pathological intimal thickening. Ultimately, this anti-senescence intervention inhibits vascular aging progression and promotes cardiovascular health.",5,7,0,20,10,16,40,10,32,0,16,16,0,0,0,16,16
262fc2b874a04c8c81284cea2fb7701f,2026-07-20T03:18:38,"The targeted acetylation of FABP3 at K45 promotes mitochondrial oxidative phosphorylation and inhibits reactive oxygen species generation. This metabolic regulation promotes polyunsaturated fatty acid utilization and inhibits toxic lipid droplet accumulation. Consequently, this targeted cascade directly inhibits radioimmunotherapy-induced cardiomyocyte senescence and inhibits the senescence-associated secretory phenotype. Ultimately, this anti-senescence mechanism inhibits cardiac metabolic dysfunction and promotes myocardial homeostasis and cardiovascular health.",5,10,0,51,26,33,391,150,271,7,84,179,1,0,0,91,180
5c0f32f88e6a4708a0b0a884292ab535,2026-07-20T03:21:51,"The pharmacological agent 18β-glycyrrhetinic acid promotes the SIRT1-TFEB-LC3 signaling axis and inhibits PPARγ activity. This metabolic regulation promotes renal lipophagy and inhibits intracellular lipotoxicity. Consequently, this targeted cascade directly inhibits tubular cellular senescence and inhibits renal interstitial fibrosis. Ultimately, this anti-senescence intervention inhibits chronic kidney disease progression and promotes renal metabolic health.",5,10,1,26,13,18,98,21,81,10,27,44,0,0,0,37,44
1f9357c512ad43fd871e8a4a913ef00f,2026-07-20T03:29:38,"The pharmacological agent limonin inhibits STAT3 activity. This molecular regulation inhibits galectin-3 expression and inhibits mTORC1 pathway activation. Consequently, this targeted cascade directly inhibits hepatic cellular senescence and inhibits hepatic tissue fibrosis. Ultimately, this anti-senescence intervention inhibits metabolic dysfunction-associated steatohepatitis progression and promotes liver metabolic health.",5,8,0,25,14,11,111,21,94,8,52,32,1,1,0,60,33
4fa2753de4514f45819df73c12085287,2026-07-20T03:31:52,"The targeted inhibition of TMEM131-mediated TRAIL secretion inhibits mTOR pathway activation. This molecular regulation promotes mitophagy and inhibits impaired mitochondrial accumulation. Consequently, this targeted cascade directly inhibits type II alveolar epithelial cell (AECII) senescence and inhibits pulmonary inflammation. Ultimately, this anti-senescence intervention inhibits radiation-induced lung injury progression and promotes pulmonary tissue health.",5,7,0,22,12,10,31,0,31,1,17,13,0,0,0,18,13
177f9d78839542e0a1a4b0baa494e9c6,2026-07-20T03:34:42,"The pharmacological agent berberine promotes mannose 6-phosphate receptor (M6PR) expression. This molecular regulation promotes STING endosomal degradation and inhibits the production of senescence-associated secretory phenotypes (SASPs). Consequently, this targeted cascade directly inhibits hepatic cellular senescence and inhibits hepatic stellate cell activation. Ultimately, this anti-senescence intervention inhibits hepatic aging processes and promotes liver tissue health.",5,8,0,26,13,19,103,42,68,2,39,27,0,0,0,41,27
