run_id,timestamp,hypothesis,per_type_limit,n_input_terms,n_terms_unresolved,n_kg_entities_raw,n_kg_entities_filtered,n_filter_dropped,n_triples_raw,n_triples_signed,n_rows_collapsed,b1_inKG_ACCEPT,b2_novel_ACCEPT,b3_inKG_false_REJECT,b4_inKG_true_REJECT,b5_sign_conflict,b6_check_failed,n_accept_total,n_reject_total
3d25bb737b4c404abfae3ececa9047b8,2026-07-21T16:51:49,"Riboflavin reduces cellular senescence by improving FMN/FAD-dependent mitochondrial redox metabolism, thereby increasing respiratory efficiency, lowering oxidative stress and reducing p16/p21 and SA-β-gal signals without simply increasing cell survival.",5,7,0,18,9,10,54,18,39,3,12,24,0,0,0,15,24
3de6fbcbdc384bf7b37bda0e1b56485b,2026-07-21T16:54:50,"Taurine suppresses cellular senescence by improving osmotic and redox homeostasis and activating autophagic clearance, resulting in lower ROS, reduced p62 accumulation, fewer SA-β-gal-positive cells and decreased SASP secretion.",5,7,0,14,8,6,72,48,32,3,16,12,1,0,0,19,13
d3c1a8b9c1aa409a860099d3ba939a04,2026-07-21T16:57:07,"The gut microbial metabolite desaminotyrosine reduces inflammatory senescence by modulating type-I-interferon-associated signalling, leading to reduced p16/p21 expression and SASP output while maintaining normal cell viability.",5,6,0,10,8,2,48,24,28,2,14,12,0,0,0,16,12
edc49cfc1682476caf52b6485a7ae6b4,2026-07-21T17:01:41,"Caffeic acid attenuates inflammatory cellular senescence by limiting 5-lipoxygenase- and TRPV1-associated oxidative signalling, producing lower intracellular ROS, lipid peroxidation and SASP cytokine release without nonspecific cytotoxicity.",5,6,0,39,20,30,314,144,198,6,83,108,1,0,0,89,109
138ade76cb89429e8fccc9455790e614,2026-07-21T17:02:27,"Propionate acts as a senomorphic metabolite through HDAC inhibition and GPR41/GPR43-associated anti-inflammatory signalling, decreasing NF-κB-dependent SASP expression without selectively killing senescent cells.",5,4,0,9,5,5,10,0,10,0,1,9,0,0,0,1,9
ea6b9d3f60f040c5bce676861fff4584,2026-07-21T17:08:53,"Acetate protects endothelial cells from stress-induced senescence by sustaining acetyl-CoA availability, mitochondrial redox balance and histone acetylation, thereby reducing ROS accumulation, p16/p21 induction and SASP production while preserving proliferative capacity.",5,10,0,32,16,25,347,232,155,3,36,115,1,0,0,39,116
a283133beeb54d99b35dca58354c1710,2026-07-21T17:10:40,"Butyrate suppresses stress-induced cellular senescence through HDAC inhibition and restoration of Nrf2-dependent redox homeostasis, resulting in fewer SA-β-gal-positive cells, reduced p21 expression and lower SASP cytokine secretion without loss of cell viability.",5,6,0,17,9,12,124,88,52,5,7,40,0,0,0,12,40
b0003653034e4b79a49639ce686bdb10,2026-07-21T17:46:11,"L-ornithine suppresses cellular senescence indirectly by increasing downstream polyamine synthesis; the reduction in SA-β-gal, p16/p21 and SASP should be abolished by blocking ornithine decarboxylase, demonstrating pathway dependence.",5,7,0,28,14,23,151,62,101,5,38,55,3,0,0,43,58
e17f654c3bdc4827a21c373d7686effa,2026-07-21T17:47:14,"L-ornithine suppresses cellular senescence indirectly by increasing downstream polyamine synthesis; the reduction in SA-β-gal, p16/p21 and SASP should be abolished by blocking ornithine decarboxylase, demonstrating pathway dependence.",5,7,0,28,14,23,151,62,101,5,38,55,3,0,0,43,58
215abaeac3c646f2855ddc8861473f23,2026-07-21T17:59:55,"Increasing cellular NADPH availability suppresses oxidative-stress-induced senescence by improving glutathione and thioredoxin recycling, resulting in a higher GSH/GSSG ratio, lower ROS and reduced p16/p21 and SASP expression; inhibition of NADPH-dependent oxidases should distinguish antioxidant from pro-oxidant effects.",5,8,0,45,30,13,575,150,453,19,154,277,3,0,0,173,280
2e9a8238b1064c11ab6361e4c33a1610,2026-07-21T18:00:56,"Spermine acts as a senomorphic polyamine by scavenging ROS and inhibiting NF-κB activation, thereby reducing IL-6 and related SASP factors while preserving viability and leaving the number of senescent cells largely unchanged.",5,5,0,10,5,7,21,12,11,0,2,9,0,0,0,2,9
69dbe424784a4c379bc26c074fcef8d0,2026-07-21T18:05:47,"Genistein suppresses cellular senescence by coordinating autophagy with inhibition of EGFR/PI3K-associated stress signalling, leading to reduced DNA-damage signalling, lower p16/p21 abundance and decreased SASP secretion without nonspecific cytotoxicity.",5,9,0,26,13,17,178,105,93,5,34,54,0,0,0,39,54
51bc39585c84435f8b9be43e9c2a7ff7,2026-07-21T18:10:34,"Baicalein suppresses oxidative and ferroptotic reinforcement of cellular senescence through xanthine-oxidase inhibition and reduced lipid peroxidation, resulting in lower ROS, preserved GPX4 activity and reduced p16/p21 and SASP expression.",5,10,1,22,15,7,213,108,123,5,57,60,1,0,0,62,61
d73007ea1d954886a755bc7dec7e8c23,2026-07-21T18:12:24,"Quercetin acts as a senolytic by inhibiting PI3K-dependent survival signalling in senescent cells, causing a greater reduction in viable senescent cells than in matched proliferating controls and consequently decreasing total SA-β-gal-positive cell burden and SASP secretion",5,5,0,20,10,13,117,72,57,0,11,46,0,0,0,11,46
d4516c9e7c5e49be9428d41c081973f8,2026-07-21T18:13:52,"Daidzein reduces metabolic and inflammatory senescence through PPAR-associated transcriptional regulation and conversion to microbiota-derived equol, resulting in improved lipid handling, reduced NF-κB activity and lower SASP production.",5,5,0,11,6,6,69,54,24,0,7,17,0,0,0,7,17
20f3eb90c7704e4cabdc297d409e0af9,2026-07-21T18:17:43,"5'-methylthioadenosine suppresses cellular senescence by altering PRMT5-dependent methylation and inflammatory signalling downstream of methionine/polyamine metabolism, producing reduced p16/p21 expression and SASP output without generalized growth inhibition.",5,8,0,27,14,20,217,132,109,5,35,68,1,0,0,40,69
7ff5aaac07c445c2bd9d4ecd29a8b94f,2026-07-21T18:20:04,"L-fucose reduces inflammation-associated senescence by dampening pro-inflammatory signalling and supporting host–microbe barrier functions, leading to reduced NF-κB activation and SASP secretion; this effect should be strongest in epithelial or immune–epithelial co-culture models.",5,7,0,19,10,14,56,36,26,0,18,8,0,0,0,18,8
425e46acd05b479b939f301bf60d6e5b,2026-07-21T18:24:21,"Isovaleric acid suppresses cellular senescence through AMPK activation and improved metabolic stress adaptation, resulting in increased AMPK phosphorylation, reduced mTOR activity, lower p16/p21 expression and preserved cell proliferation.",5,7,0,33,20,13,436,246,238,1,70,165,2,0,0,71,167
50d5b2a936ab4816b63c53c6c8f56f67,2026-07-21T18:26:10,"Apigenin acts primarily as a senomorphic compound by enhancing autophagy and suppressing inflammatory signalling, leading to reduced NF-κB-dependent SASP expression and SA-β-gal activity without preferential toxicity toward non-senescent cells.",5,5,0,6,5,1,46,36,16,0,3,13,0,0,0,3,13
16be1e80dbf542c685a02b30c4bf595d,2026-07-21T18:29:02,"Pyridoxine limits oxidative-stress-induced senescence by activating the Nrf2–HO-1 antioxidant response, thereby reducing ROS accumulation, DNA-damage signalling, p21 induction and SASP secretion.",5,6,0,20,10,16,195,150,70,4,36,30,0,0,0,40,30
e6a4ec8600f742dab825dc21d0589564,2026-07-21T18:31:31,"Trehalose prevents proteotoxicity-induced senescence by enhancing autophagic flux and protein quality control, resulting in reduced p62 and protein-aggregate accumulation, fewer SA-β-gal-positive cells and preserved proliferative capacity.",5,7,0,18,9,13,108,72,48,0,12,36,0,0,0,12,36
11725b284d8148d1abacad08a325b1c1,2026-07-21T18:35:06,"L-tryptophan suppresses cellular senescence by favouring protective microbial indole/AhR signalling over kynurenine-associated stress signalling, with increased SIRT1 activity, reduced mTOR-driven arrest and lower p16/p21 and SASP expression.",5,7,0,23,12,16,136,72,78,4,24,50,0,0,0,28,50
8134f80ca9e546c1a15623277c73cc9f,2026-07-21T18:36:50,"Riboflavin reduces cellular senescence by improving FMN/FAD-dependent mitochondrial redox metabolism, thereby increasing respiratory efficiency, lowering oxidative stress and reducing p16/p21 and SA-β-gal signals without simply increasing cell survival.",5,7,0,18,9,10,54,18,39,3,12,24,0,0,0,15,24
111a3c90d21b4af586c828516a28132a,2026-07-21T18:39:52,"Taurine suppresses cellular senescence by improving osmotic and redox homeostasis and activating autophagic clearance, resulting in lower ROS, reduced p62 accumulation, fewer SA-β-gal-positive cells and decreased SASP secretion.",5,7,0,14,8,6,72,48,32,3,16,12,1,0,0,19,13
87c0ae9fa3ed477b9546781e57940da8,2026-07-21T18:42:08,"The gut microbial metabolite desaminotyrosine reduces inflammatory senescence by modulating type-I-interferon-associated signalling, leading to reduced p16/p21 expression and SASP output while maintaining normal cell viability.",5,6,0,10,8,2,48,24,28,2,14,12,0,0,0,16,12
493d91a14e7946e8b91542513726e35c,2026-07-21T18:46:41,"Caffeic acid attenuates inflammatory cellular senescence by limiting 5-lipoxygenase- and TRPV1-associated oxidative signalling, producing lower intracellular ROS, lipid peroxidation and SASP cytokine release without nonspecific cytotoxicity.",5,6,0,39,20,30,314,144,198,6,83,108,1,0,0,89,109
135143675bde4708ace7f42197746334,2026-07-21T18:47:27,"Propionate acts as a senomorphic metabolite through HDAC inhibition and GPR41/GPR43-associated anti-inflammatory signalling, decreasing NF-κB-dependent SASP expression without selectively killing senescent cells.",5,4,0,9,5,5,10,0,10,0,1,9,0,0,0,1,9
f218b959263b40a1b276533fe4e710ab,2026-07-21T18:53:51,"Acetate protects endothelial cells from stress-induced senescence by sustaining acetyl-CoA availability, mitochondrial redox balance and histone acetylation, thereby reducing ROS accumulation, p16/p21 induction and SASP production while preserving proliferative capacity.",5,10,0,32,16,25,347,232,155,3,36,115,1,0,0,39,116
dd89fa4f17a2415b89b2cea923592433,2026-07-21T18:55:38,"Butyrate suppresses stress-induced cellular senescence through HDAC inhibition and restoration of Nrf2-dependent redox homeostasis, resulting in fewer SA-β-gal-positive cells, reduced p21 expression and lower SASP cytokine secretion without loss of cell viability.",5,6,0,17,9,12,124,88,52,5,7,40,0,0,0,12,40
32c18f500a724f9185192c0184f4f645,2026-07-21T19:10:33,"I hypothesise, BACE1, a key β-secretase enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to perisynaptic and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of amyloidogenic processing.",5,6,0,34,17,26,131,30,107,16,42,47,2,0,0,58,49
e68d0e58007f42179b7862a742372588,2026-07-22T00:08:50,"Betaine supplementation inhibits healthy aging and promotes cellular senescence when used without actual physical exercise. Without the physical stress of working out, continuous betaine administration promotes the dysregulation of metabolic pathways. This dysregulation inhibits natural cellular cleanup mechanisms and promotes the acceleration of age-related health decline.",5,5,0,13,7,6,37,24,17,5,11,1,0,0,0,16,1
366b12c84fab4216859e8843c6278468,2026-07-22T00:11:31,"Artificial delivery of NCOA7 mRNA promotes a toxic over-accumulation of stress granules and inhibits natural cellular stress responses. This metabolic disruption inhibits normal autophagic degradation pathways, which directly promotes rapid granulosa cell senescence, ultimately accelerating pathological ovarian aging and reducing female reproductive longevity.",5,6,0,38,19,28,195,60,147,0,26,119,2,0,0,26,121
d19fce869e514fe6b0a7f981f47d78df,2026-07-22T00:14:52,"The age-related upregulation of METTL14 promotes TLR4 mRNA stability and promotes severe oxidative stress. This continuous inflammatory response inhibits normal endothelial function and promotes rapid cellular senescence, which ultimately promotes arterial remodeling and accelerated pathological vascular aging.",5,7,0,19,10,10,105,60,57,7,25,24,0,1,0,32,24
8c825b5d26154040adf012ba86016be5,2026-07-22T00:17:58,"The continuous activation of NRF1 by DNA damage promotes aberrant innate immune responses and heavily promotes chronic inflammation. This hyperactive signaling inhibits natural cellular repair mechanisms and promotes severe cellular senescence, ultimately accelerating systemic inflammaging and age-related physical decline.",5,6,1,17,9,10,61,25,41,5,30,5,0,1,0,35,5
5daa086e73c94f19bc16abc841c08320,2026-07-22T00:21:37,"The age-related suppression of UFL1 promotes the dysregulation of the FOXO1 and NF-κB pathways, which strongly promotes chondrocyte senescence. This continuous cellular decline inhibits normal joint metabolism and heavily promotes tissue fibrosis, ultimately accelerating the severe progression of osteoarthritis.",5,6,0,37,19,30,139,0,139,13,36,90,0,0,0,49,90
d725a49ca12d4d21b4c7bcdb6acbd1c3,2026-07-22T00:24:10,"The age-related decline of PRDM16 inhibits normal GSTM1 expression, which directly promotes severe oxidative DNA damage. This disruption in glutathione metabolism heavily promotes rapid cellular senescence in vital organs like the kidneys. Consequently, this depletion inhibits natural tissue repair and promotes accelerated organ failure and premature aging.",5,8,0,22,13,9,146,80,82,5,16,61,0,0,0,21,61
a68e96d6d6194260929866ae34bdcc1a,2026-07-22T00:25:55,"The age-related increase in RNA methylation promotes the destruction of Atf3 mRNA, which inhibits essential cellular autophagy. This disruption heavily promotes vascular smooth muscle cell senescence and promotes arterial plaque accumulation, which ultimately inhibits normal vascular function and accelerates the progression of cardiovascular disease.",5,4,0,20,10,16,34,5,30,3,12,15,0,0,0,15,15
06528fdbf3714d57a8facd68cc0f618b,2026-07-22T00:29:51,"The age-related upregulation of BMAL1 inhibits NFKBIA expression, which strongly promotes the senescence-associated secretory phenotype (SASP) in thyroid tissue. This circadian rhythm disruption promotes rapid cellular senescence and directly inhibits normal thyroid hormone synthesis, ultimately accelerating the onset of hypothyroidism in the elderly.",5,7,0,24,12,17,57,10,49,5,24,20,0,0,0,29,20
3f13436fce4e412faea31d3cd6f2cb56,2026-07-22T00:33:09,"Scutellarin inhibits isocitrate dehydrogenase 1 activity, which inhibits alpha-ketoglutaric acid production. This metabolic decline inhibits ribosomal protein S23 complex stability, disrupting translation. This inaccuracy promotes the accumulation of misfolded proteins, which ultimately promotes mesenchymal stem cell senescence.",5,8,0,23,12,13,121,60,71,1,32,37,1,0,0,33,38
e27ac86d0e684aceb6d40b9795fca569,2026-07-22T00:35:51,"Expression of long interspersed nuclear element-1 (LINE-1) promotes the cyclic GMP-AMP synthase and stimulator of interferon genes (cGAS-STING) pathway, which promotes severe cardiac inflammation. This toxic cascade inhibits healthy cardiomyocyte function, which ultimately inhibits cardiovascular longevity and accelerates premature aging.",5,8,0,28,16,12,139,30,115,0,19,95,1,0,0,19,96
057300eb15bd43e18cbdf50097c95d30,2026-07-22T00:40:27,"Downregulating glucose-6-phosphate dehydrogenase (G6PD) inhibits the cytosolic production of reduced nicotinamide adenine dinucleotide phosphate (NADPH). This severe metabolic decline promotes the pathogenic activity of histone deacetylase 3 (HDAC3), which directly promotes endothelial cell (EC) senescence. Ultimately, impairing this antioxidant pathway inhibits vascular health and aggressively accelerates cardiovascular aging.",5,6,0,52,26,35,270,0,270,24,63,183,0,0,0,87,183
bdf9f84c354b4b069699e4e4284a09d9,2026-07-22T00:44:09,"Metformin inhibits AMP-activated protein kinase (AMPK) activity, which inhibits the degradation of ALG-2-interacting protein X (ALIX). This persistence directly promotes the nuclear escape of cytoplasmic chromatin fragments (CCFs). Allowing this egress promotes the cyclic GMP-AMP synthase and stimulator of interferon genes (cGAS-STING) pathway, which ultimately promotes senescence-associated inflammation and inhibits overall longevity.",5,8,0,32,19,13,171,0,171,1,19,150,1,0,0,20,151
cfbf1bf45f2b402e915f899808c43932,2026-07-22T00:48:59,"Upregulation of the critical regulator N-acetyltransferase 10 (NAT10) promotes mRNA N4-acetylcytidine (ac4C) modification, which promotes the stabilization of dual specificity tyrosine-phosphorylation-regulated kinase 1A (DYRK1A) mRNA. This directly promotes colonic epithelial cell senescence, which ultimately promotes elderly-onset ulcerative colitis (UC) and inhibits the rejuvenation of intestinal aging",5,6,0,23,15,8,103,0,103,3,51,48,1,0,0,54,49
c687467cfede44089ef99f28157f4394,2026-07-22T00:53:33,"Exogenous dietary citrate inhibits AMP-activated protein kinase (AMPK) signaling. This suppression promotes mitochondrial dysfunction and promotes reactive oxygen species (ROS) generation. Consequently, this activation promotes cyclin-dependent kinase inhibitor 1A (CDKN1A) expression, which directly promotes human umbilical vein endothelial cell senescence. Ultimately, the presence of dietary citrate promotes vascular aging and inhibits cardio-cerebrovascular homeostasis.",5,8,0,52,33,19,672,183,525,8,90,424,3,0,0,98,427
6e615bd06446428499404e2148146dc7,2026-07-22T00:57:33,"Nicotinamide-N-methyltransferase (NNMT) inhibits tubular epithelial cell senescence. This molecular overexpression inhibits p21 association and inhibits partial epithelial-to-mesenchymal transition. Consequently, this enzymatic activity inhibits a pro-inflammatory microenvironment, which directly inhibits kidney fibrosis. Ultimately, the biological presence of NNMT inhibits renal aging features and inhibits early-stage chronic kidney disease (CKD) progression.",5,8,1,40,20,31,185,25,165,7,46,109,3,0,0,53,112
b617536e615a440fb5f4ac5e2df42fe0,2026-07-22T00:59:11,"Pyrroloquinoline quinone (PQQ) is a redox cofactor that promotes the aging-related senescence-associated secretory phenotype (SASP). By directly targeting intracellular protein HSPA8, PQQ promotes downstream SASP expression. Consequently, this senomorphic molecule promotes stromal cancer cell malignancy and promotes chemotherapy resistance. Ultimately, PQQ promotes age-related organ degeneration and inhibits geroprotective effects.",5,7,0,14,7,9,21,0,21,0,4,17,0,0,0,4,17
b14691169cec47209035f086c760b422,2026-07-22T01:01:36,"The biological protein RONIN (THAP11) inhibits Transcription Factor EB (TFEB) activity. This molecular suppression inhibits autophagy levels and inhibits lysosomal function. Consequently, this cellular pathway directly promotes inner ear hair cell senescence and promotes senescent cell loss. Ultimately, RONIN promotes age-related hearing loss and inhibits auditory aging health.",5,7,1,17,9,12,46,10,38,1,12,25,0,0,0,13,25
5eb3dcd79482414199a2ff193b07c61b,2026-07-22T01:03:48,"The biological enzyme glutaminase 1 (GLS1) inhibits hyperglutaminolysis. This metabolic suppression inhibits arginine biosynthesis via argininosuccinate lyase (ASL). Consequently, this molecular cascade inhibits persistent mTORC1 activation. This nutrient-sensing signaling directly inhibits cellular senescence. Ultimately, GLS1 inhibits pathological aging processes and promotes age-related health.",5,8,1,25,15,10,119,20,103,1,18,81,3,0,0,19,84
f0538da211fd437c8c96f752955a8073,2026-07-22T01:06:34,"The biological enzyme cytosolic phosphoenolpyruvate carboxykinase (Pck1) promotes intracellular fumarate accumulation. This metabolic regulation promotes mitochondrial DNA (mtDNA) release and promotes oxidative stress. Consequently, this activation promotes the cyclic GMP-AMP synthase/stimulator of interferon genes (cGAS/STING) signaling pathway, which directly promotes white adipose tissue cellular senescence. Ultimately, Pck1 promotes inflammaging and inhibits age-related metabolic homeostasis.",5,9,1,19,10,10,62,30,38,8,19,11,0,0,0,27,11
2c68cde2e10349329feb734ef4f3c7f4,2026-07-22T01:10:31,"The biological enzyme lysine-specific demethylase 5A (KDM5A) promotes histone H3 lysine 4 (H3K4me3) enrichment at the fatty acid-binding protein 4 (FABP4) promoter. This epigenetic regulation promotes active FABP4 transcription and promotes fatty acid (FA) metabolism disorders. Consequently, this activation directly promotes vascular endothelial cell senescence. Ultimately, the biological presence of KDM5A promotes vascular aging and inhibits systemic organ function and prolonged lifespan.",5,9,0,33,17,27,142,10,134,1,35,97,1,0,0,36,98
99bc38aa49424453967cd80ee4a4b53d,2026-07-22T01:11:39,"The biological transcriptional regulator PRDM16 promotes age-associated transcriptional programs. This molecular regulation promotes metabolic dysfunction and promotes cellular stress responses. Consequently, this regulatory activity directly promotes cardiomyocyte senescence and promotes the loss of gene expression homeostasis. Ultimately, the biological presence of PRDM16 promotes cardiac aging and inhibits healthy cardiac function.",5,4,0,7,4,3,6,0,6,0,0,6,0,0,0,0,6
